岗位,命中关键词,地点,发布时间,URL,JD
智能体-商业化产品经理-CodeBuddy/WorkBuddy,AI、Agent,上海,2026年06月04日,https://careers.tencent.com/jobdesc.html?postId=2059816926359764992&language=zh-cn,"1.负责CodeBuddy/WorkBuddy等AI智能体商业化产品设计，主导计费规则、交易链路、支付等大交易类产品的完整落地流程；
2.深入理解AI大模型海内外产品的商业化策略，结合市场动态制定差异化产品方案；
3.针对智能体行业落地场景，通过用户路径分析优化订阅权益体系、用户分层模型及付费功能体验；
4.设计并迭代转化漏斗关键节点，提升付费转化率与用户LTV；
5.协同研发、运营、数据团队推动商业化方案落地，通过AB测试验证效果并持续优化；
6.构建高可用、可扩展的商业化产品架构，建立数据监控体系驱动产品迭代。
1.本科及以上学历，3年以上SaaS/会员/AI大模型领域商业化产品经验，有完整产品从0到1落地案例；
2.熟悉大模型技术边界与应用场景，保持对Agent、代码生成等垂直领域的持续研究；
3.具备强逻辑思维与系统设计能力，能抽象复杂业务场景为可执行的产品方案；
4.数据分析的洞察力强，通过数据洞察驱动决策；
5.优秀的跨团队沟通能力，能协调多方资源达成目标。"
微信基础-大模型评测产品经理,AI、Agent,广州,2026年06月04日,https://careers.tencent.com/jobdesc.html?postId=2059948192291799040&language=zh-cn,"1.评测体系设计：主导 AI 产品的评测体系搭建，定义评测维度、指标、标准和流程，确保评测的科学性和全面性；
2.评测方法论制定：设计适配不同场景（对话、工具调用、多轮交互、创意生成等）的评测方案，包括自动评测、人工评测、众包评测、竞品对比等；
3.评测平台产品设计：规划评测平台的产品架构和功能模块，输出 PRD，驱动研发团队落地；
4.评测洞察与决策支持：深度分析评测数据，发现产品体验问题和模型能力短板，输出有洞察力的评测报告，推动产品和算法团队优化；
5.竞品评测与行业跟踪：持续跟踪业界竞品的能力变化，建立常态化竞品评测机制；
6.标注体系管理：设计标注规范和质量控制流程，确保评测数据质量。
1.本科及以上学历，计算机、统计学、心理学、语言学或相关专业优先，3 年以上产品经理经验；
2.具备 AI/NLP/对话系统相关评测工作经验，有评测体系从 0 到 1 搭建经验者优先；
3.熟悉 AI 产品评测的科学方法，包括评测指标设计、统计显著性检验、评分者一致性（Kappa/ICC）、A/B 实验设计等；
4.具备评测平台或数据平台的产品设计经验，能独立输出完整的产品方案；
5.对 LLM / AI Agent 产品有深刻理解，熟悉主流 AI 产品的能力边界和用户场景，具备一定技术背景者优先；
6.优秀的数据分析能力，能从海量评测数据中提炼关键洞察；
7.熟悉多模态（图像、视频、语音）评测方法和指标体系者优先；
8.有标注团队管理或众包平台运营经验者优先；
9.出色的文档撰写和跨团队沟通能力，能有效推动多方协作。"
产品经理 — WorkBuddy（ Agent对话/知识空间方向）,AI、Agent,深圳,2026年06月02日,https://careers.tencent.com/jobdesc.html?postId=2061646303464697856&language=zh-cn,"1.负责 WorkBuddy 会话的渲染模块，提升对话的可读性、可互动性；
2.设计 WorkBuddy 会话中的组件能力，提升 agent 的表达力上限；
3.基于会话组件，建设完善生态。
1.五年以上互联网产品经验；
2.具备成熟IM、邮件产品的设计经验（飞书等）；
3.有 AI / Agent 产品规划与落地经验，熟悉 RAG、Function Call、多轮交互、多 Agent 编排与大模型评测方法论，能独立设计 Agent 能力边界并主导效果调优；
4.对编辑器技术有体系化理解：富文本模型、CRDT/OT 协同算法、渲染管线、插件与扩展架构；不要求亲自编码，但能以工程视角与研发同学对齐方案；
5.对产品体验有近乎苛刻的追求，具备优秀的交互判断力与设计品味，能在复杂场景下做出清晰的体验取舍；
6.自驱力强、学习能力突出，具备跨团队协作与向上沟通能力，对 AI 与未来工作方式有独立思考与前瞻洞察；
7.可 base 深圳。"
投放策略产品经理,AI,深圳,2026年06月01日,https://careers.tencent.com/jobdesc.html?postId=2060180630217605120&language=zh-cn,"1.有成熟投放/策略产品经验：熟悉广告投放和用户增长策略，能从用户，价格等多维度拆解优化投放效果，并能根据不同的大模型AI落地使用场景（比如搜索、推荐、AI聊天BOT等场景），提出策略并不断改进，持续提升获客效果；
2.了解&深入接触用户：通过和用户交流、分析数据来发现用户需要什么，然后根据用户的反馈和数据来评估产品的效果，不断改进产品；
3.团队协作：熟悉推荐算法的工作机制，并能成熟对接算法，工程，运营等不同团队，善于协调不同资源来推进需求进展；
4.持续学习： 了解公司内外的需求，观察竞争对手在做什么，找到可以改进的地方，提出新的产品方案，通过研究用户、竞争对手和数据分析，了解行业的最新趋势，找到产品可以改进的机会。
1.学历+工作背景：本科及以上，工作5年及以上；
2.逻辑思维： 需要有清晰的思考方式，对业务和数据都很敏感，对短视频行业有热情，并且理解深入；
3.需求和项目管理：需要能够管理需求，推进项目，和团队合作，能够独立完成调研和数据分析；
4.数据分析：需要对数据很敏感，擅长使用各种工具来分析数据，并且对数据的准确性保持严格的态度；
5.行业知识： 如果你对AI行业的最新玩法、热门产品有所了解，那会是一个很大的优势。"
金融科技-AI数据产品经理-数据开发方向,AI、Agent,深圳,2026年05月29日,https://careers.tencent.com/jobdesc.html?postId=2047239002926510080&language=zh-cn,"1.：面向金融风控和合规履职，深入理解业务场景，提炼数据逻辑和口径，与相关方配合完成数据项目交付，同时探索利用大模型和AI技术提升数据交付效率（如智能需求解读、代码生成辅助、自动化报表生成等）；
2.：参与部门大数据体系设计，包括数据标准与规范制定、数据资产管理、开发运营工具建设、数据治理推进等，推动AI能力与数据平台的深度融合，提升数据开发效率和交付质量；
3.：规划和落地AI驱动的数据产品/工具，如智能风控数据洞察、合规知识问答、异常交易模式识别辅助等，与业务、策略模型、合规、研发等多个团队合作将大模型能力转化为业务可用的产品功能。
1.：了解数仓架构，熟悉数据开发和治理流程，熟练应用SQL语言；
2.：有数据产品策划运营经验，具备良好的逻辑思维和数据分析能力、优秀的沟通与项目管理能力，心态平稳、乐观积极、责任心强；
3.：熟悉大模型（LLM）和AI应用，具备Prompt工程、RAG、Agent等实践经验，能结合业务场景评估AI方案的价值和可行性；
4.：有金融行业相关从业经验加分，如反洗钱、支付、风控、金融合规等；
5.：岗位需具备一定技术背景，欢迎目前是开发但有志于转产品发展的同学投递。"
腾讯营销-数据Agent产品经理(深圳/上海),AI、Agent,深圳,2026年05月21日,https://careers.tencent.com/jobdesc.html?postId=2052676740161122304&language=zh-cn,"1.负责营销业务数据智能体产品的规划和落地。围绕营销数据资产管理和应用全链路建设智能体产品；
2.构建智能体产品评测和迭代的闭环体系，与工程和算法团队协作，持续推动智能体产品质量持续提升；
3.封装和优化面向 Agent 的各类基础数据工具，总结沉淀各类业务知识、分析诊断 SKILLS；
4.结合AI和 Agent 技术的发展趋势，探索 AI 在数据赋能和工作提效中的新应用，扩展产品形态和能力边界。
1.计算机、统计学、数学等相关专业优先；
2.有数据平台产品经验，具备扎实的数据分析能力。对数仓开发、数据挖掘、机器学习有一定了解的加分；
3.有 AI 应用产品经验。熟悉 LLM、Agent、RAG、PE 原理和实践，有实际智能体产品搭建经验。有 BI+AI 经验、熟练使用 openclaw、claude code、codex等产品的加分；
4.工作主动积极、勤奋踏实，强烈的进取心和主人翁意识；有良好的沟通协作能力。"
智能审核平台产品经理,AI、Agent,北京,2026年05月15日,https://careers.tencent.com/jobdesc.html?postId=2052322555175550976&language=zh-cn,"1.负责智能审核平台产品体系建设，参与机审、人审、管理一个或多个方向的产品规划与落地，推动内容审核从向AI 驱动型演进；
2.深入理解审核全链路（事前机审拦截→事中人审研判→事后质检培训），完成需求分析、产品设计及项目推进；
3.探索大模型、多模态模型及 Agent 技术在审核场景的落地应用，包括智能策略编排、辅助审核决策、自动化质检等；
4.建立数据驱动的迭代机制，定义核心指标体系（准确率、召回率、人效比、降量率等），通过数据归因持续优化效果；
5.与算法、工程、运营协同，推动跨 BG 的平台化能力输出与复用。
1.计算机相关专业，3 年以上互联网产品经验，有内容安全/审核、风控、平台型工具产品经验者优先；
2.出色的系统设计能力，能独立完成复杂业务建模，善于将模糊需求转化为清晰产品架构；
3.对大模型技术有浓厚兴趣，了解 LLM、Prompt Engineering、RAG、Agent 等概念，能与算法团队有效协作；
4.优秀的数据敏感度，熟练 SQL 与数据归因分析，能从数据中发现瓶颈并推动解决；
5.优秀的跨部门沟通与项目管理能力，适应多 BG 协作环境。"
光子艺术部-高级产品经理-(AIGC工具与功能设计方向),AI,深圳,2026年05月13日,https://careers.tencent.com/jobdesc.html?postId=2044685787236302848&language=zh-cn,"1.AI工具产品化设计：主导AIGC工具的核心功能规划与设计，将底层大模型能力封装为“开箱即用”的原子功能或工作流模板，输出高保真PRD与Figma原型；
2.美术管线深度整合：拆解2D/3D美术工作流，设计基于MCP等协议的插件，实现AI工具与DCC软件（Maya/Blender/PS）的无缝衔接，不打断美术人员既有工作流；
3.敏捷交付闭环：协同算法、前后端、测试等内外部团队，制定迭代节奏与质量门禁，确保核心功能高品质交付；
4.用户体验与数据驱动：搭建用户反馈漏斗与核心功能埋点体系；通过定量数据（渗透率、留存、操作效率等）与定性用户调研，持续打磨产品细节，提升工具满意度与使用深度。
1.经验与技能：3-5年B端工具/SaaS/中台产品经验，具备极强的同理心与交互设计能力，精通Figma/Axure等工具；
2.AI与业务认知：熟悉Stable Diffusion、Midjourney、ComfyUI等主流AIGC工具的使用与调优逻辑；了解游戏美术管线及DCC软件底层逻辑；
3.软素质：优秀的沟通共情能力，具备与美术、TA、策划等角色“同频对话”的能力，能精准抽象一线痛点并转化为产品方案。"
腾讯游戏品质管理部-AI测试平台产品负责人-高级技术产品经理,AI、Agent,深圳,2026年05月09日,https://careers.tencent.com/jobdesc.html?postId=2049714089445470208&language=zh-cn,"1.平台产品与架构设计：负责AI测试平台整体产品规划与路线设计（Platform + Agent）；定义平台能力结构（测试流程、Agent体系、数据体系）；推动从工具化向平台化、从自动化向智能化演进；
2.AI/Agent产品设计：设计测试Agent能力体系（用例生成、执行、分析、决策）；定义AI在测试流程中的角色（辅助 / 主导 / 自动闭环）；推动AI能力在真实业务场景中的落地与优化；
3.跨团队协同与落地：协同技术团队（LLM/平台/工具链）推动能力实现；协同业务团队（游戏项目组）推动场景落地；建立标准化接入与规模化复制机制；
4.数据与质量体系建设：建立AI测试效果评估体系（覆盖率、缺陷质量、ROI等）；推动数据闭环（数据采集 → 模型优化 → 效果提升）；定义质量指标体系与平台化沉淀机制；
5.产品运营与生态建设：推动平台在多项目、多工作室的推广与应用；建立最佳实践与案例沉淀；持续优化产品体验与业务价值。
1.5年以上工作经验，本科及以上学历，计算机、软件工程、信息系统等相关专业优先，对具备优秀AI产品经验或平台产品经验者，学历及年限可适当放宽；
2.平台型产品经验：有复杂平台产品经验（研发平台 / 测试平台 / AI平台 / 中台）；有0→1或从1→规模化经验；
3.技术理解能力：理解软件研发流程（DevOps / 测试流程）；对AI/LLM/Agent有基本的应用理解；
4.强推动能力：能推动跨团队合作（技术 / 业务 / 平台）；能在不确定性中推进项目。"
腾讯会议-AI产品经理-AI应用体验方向,AI,深圳,2026年05月07日,https://careers.tencent.com/jobdesc.html?postId=2046083747635425280&language=zh-cn,"1.负责AI技术在腾讯会议各场景的框架规划与功能落地，挖掘用户对AI的真实诉求，优化用户体验；
2.结合AI技术的发展趋势和能力，深入探索AI技术在会议场景下的创新应用，提升产品竞争力；
3.协同算法、研发、运营和设计等多团队，确保产品规划的落地实施与持续优化。
1.本科及以上学历，2年以上互联网产品经验，对AI行业趋势和大模型技术与应用边界有深刻的理解，对AI产品有热情；
2.具备较强的用户思维、产品体验敏感度和出色的团队协作与沟通能力；
3.善于系统化思考，对行业有深入的洞察、清晰的业务逻辑和产品判断；
4.在同等条件下，通过腾讯云认证或取得同等资格认证的候选人，我们会优先考虑。"
​​腾讯云AI语音产品经理​​,AI,深圳,2026年04月29日,https://careers.tencent.com/jobdesc.html?postId=2046718048437694464&language=zh-cn,"1.负责腾讯云语音产品（大模型ASR）产品的全生命周期管理，推动技术商业化落地，打造行业领先的语音AI解决方案​​；
2.​​洞察行业趋势及客户需求，制定腾讯云AI语音产品的产品规划，明确技术迭代与商业化路径；
3.设计语音差异化功能与场景化解决方案，输出PRD并协调技术团队落地；
4.​​推动语音能力在泛互、教育、消费电子等行业的规模化应用，形成标杆案例进行复制，设计产品商业化定价模型；
5.​​深度分析竞品动态，制定性能优化、成本控制及体验提升策略。不断提升语音的关键技术指标，协同算法团队攻克行业难点。
1.具备3年以上AI/云计算产品经验，有语音产品成功案例者优先；
2.熟悉语音技术原理（如端到端建模、声学模型）、主流框架及行业应用场景；
3.有较强的沟通能力和抗压能力，能高效协同前后端团队，评估技术方案与落地成本。"
AI 原生产品经理-游戏方向,AI,深圳,2026年04月28日,https://careers.tencent.com/jobdesc.html?postId=2049014853242355712&language=zh-cn,"1.结合前沿技术发展趋势，定义AI 在游戏研发与 UGC 场景的创新实现路径；
2.深度理解项目研发团队和 UGC 开发者的真实需求，设计AI产品方案，对产品体验与落地效果负责；
3.与技术团队紧密协作，在技术可能性与用户需求之间做出决策，将AI技术能力封装为开发者/创作者可用的工具与产品。
1.3年以上产品设计经验，优秀的产品思维和落地能力，有AI Native产品的深度使用或设计经验者优先；
2.了解游戏研发基本流程，有游戏行业经验者优先；
3.拥有快速学习与内化能力，能持续追踪 AI 领域前沿进展并形成个人深刻理解与判断；
4.强烈的好奇心、探索欲，超强的动手能力；
5.应聘请附个人作品。"
